Timestamp, Server, CPU Usage, Memory Usage, Disk Usage
2026-03-02 14:20:10.598410, Server B,  97%,  512 MB,  30 GB
2026-03-02 14:20:10.600539, Server B,  54%, 1280 MB,  24 GB
2026-03-02 14:20:10.601962, Server C,  92%, 3840 MB,  52 GB
2026-03-02 14:20:10.603948, Server C,  77%, 2560 MB,  91 GB
2026-03-02 14:20:10.605953, Server B,  93%, 1024 MB,  46 GB
2026-03-02 14:20:10.607961, Server B,  80%,  768 MB,   1 GB
2026-03-02 14:20:10.609994, Server C,  89%,  512 MB,  26 GB
2026-03-02 14:20:10.612045, Server A,  54%, 3328 MB,  43 GB
2026-03-02 14:20:10.614093, Server A,  66%, 4096 MB,  61 GB
2026-03-02 14:20:10.616386, Server A,  28%, 2304 MB,  15 GB
2026-03-02 14:20:10.617780, Server A,   3%, 3072 MB,  88 GB
2026-03-02 14:20:10.619600, Server C,  83%, 3584 MB,  77 GB
2026-03-02 14:20:10.621077, Server A,  30%, 2048 MB,  15 GB
2026-03-02 14:20:10.623212, Server B,  74%, 2560 MB,  37 GB
2026-03-02 14:20:10.625353, Server C,  61%, 3584 MB,  25 GB
2026-03-02 14:20:10.627482, Server B,  34%, 1280 MB,  99 GB
2026-03-02 14:20:10.629711, Server B,  43%, 3584 MB,  48 GB
2026-03-02 14:20:10.631529, Server C,  44%, 3328 MB,  77 GB
2026-03-02 14:20:10.632801, Server B,  80%, 2560 MB,  41 GB
2026-03-02 14:20:10.634898, Server A, 100%, 3584 MB,  69 GB
2026-03-02 14:20:10.637035, Server C,  11%, 4096 MB,  31 GB
2026-03-02 14:20:10.639167, Server C,  55%, 2048 MB,  93 GB
2026-03-02 14:20:10.641306, Server C,   0%, 4096 MB,  26 GB
2026-03-02 14:20:10.643447, Server C,  95%, 1024 MB,  94 GB
2026-03-02 14:20:10.645583, Server B,  95%, 3584 MB,  97 GB
2026-03-02 14:20:10.647875, Server C,  53%,  768 MB,   0 GB
2026-03-02 14:20:10.649452, Server B,  28%, 1792 MB,  19 GB
2026-03-02 14:20:10.651574, Server C,  35%, 1792 MB,  53 GB
2026-03-02 14:20:10.653708, Server B,  91%, 2560 MB,  62 GB
2026-03-02 14:20:10.655847, Server B,  47%, 1792 MB,  17 GB
2026-03-02 14:20:10.657979, Server B,  80%, 3584 MB,  40 GB
2026-03-02 14:20:10.660210, Server A,  53%, 1536 MB,  75 GB
2026-03-02 14:20:10.661798, Server A,   5%, 2048 MB,  91 GB
2026-03-02 14:20:10.664141, Server B,  78%, 3840 MB,  66 GB
2026-03-02 14:20:10.665741, Server C,  79%,  512 MB,  71 GB
2026-03-02 14:20:10.667879, Server A,  38%, 2816 MB,  82 GB
2026-03-02 14:20:10.670004, Server A,  34%, 2304 MB,  62 GB
2026-03-02 14:20:10.672128, Server A,  73%, 1536 MB,  83 GB
2026-03-02 14:20:10.674260, Server A,  47%, 2048 MB,  16 GB
2026-03-02 14:20:10.676399, Server A,  11%, 1536 MB,  76 GB
2026-03-02 14:20:10.678531, Server C,   1%, 3072 MB,  39 GB
2026-03-02 14:20:10.680906, Server C,  85%, 2048 MB,  90 GB
2026-03-02 14:20:10.682832, Server A,  76%, 4096 MB,  73 GB
2026-03-02 14:20:10.684073, Server B,  52%, 1792 MB,  97 GB
2026-03-02 14:20:10.686166, Server A,  42%, 2816 MB,  14 GB
2026-03-02 14:20:10.688312, Server C, 100%, 3072 MB,  64 GB
2026-03-02 14:20:10.690548, Server B,  26%, 3072 MB,  67 GB
2026-03-02 14:20:10.692154, Server C,  63%, 2304 MB,  10 GB
2026-03-02 14:20:10.694297, Server B,  17%, 2816 MB,  94 GB
2026-03-02 14:20:10.696677, Server B,   8%, 1024 MB,  28 GB
2026-03-02 14:20:10.698476, Server A,  61%, 1792 MB,  15 GB
2026-03-02 14:20:10.700619, Server C,  22%, 1280 MB,  28 GB
2026-03-02 14:20:10.702304, Server C,  29%, 1536 MB,  61 GB
2026-03-02 14:20:10.704278, Server B,  37%, 1024 MB,  59 GB
2026-03-02 14:20:10.705972, Server A,  57%, 3584 MB,  36 GB
2026-03-02 14:20:10.708106, Server A,  22%,  768 MB,  44 GB
2026-03-02 14:20:10.710239, Server A,  95%, 2560 MB,  22 GB
2026-03-02 14:20:10.712568, Server B,   8%,  768 MB,  25 GB
2026-03-02 14:20:10.714212, Server C,  72%, 1280 MB,  83 GB
2026-03-02 14:20:10.716360, Server A,  27%, 4096 MB,  35 GB
2026-03-02 14:20:10.718592, Server B,  24%, 3328 MB,  52 GB
2026-03-02 14:20:10.720260, Server B,  27%,  512 MB,  32 GB
2026-03-02 14:20:10.721804, Server A,  48%, 4096 MB,  25 GB
2026-03-02 14:20:10.723940, Server C,  79%, 2304 MB,  50 GB
2026-03-02 14:20:10.726076, Server C,  15%, 2304 MB,  32 GB
2026-03-02 14:20:10.728396, Server B,  82%, 1280 MB,  74 GB
2026-03-02 14:20:10.729974, Server C,  75%, 1536 MB,  52 GB
2026-03-02 14:20:10.732103, Server C,  38%,  512 MB,   1 GB
2026-03-02 14:20:10.734375, Server C,  27%, 3584 MB,  14 GB
2026-03-02 14:20:10.735999, Server C,  90%, 1280 MB,  85 GB
2026-03-02 14:20:10.737899, Server B,  61%, 1792 MB,  98 GB
2026-03-02 14:20:10.739583, Server C,  34%, 1536 MB,  99 GB
2026-03-02 14:20:10.741716, Server B,  69%, 1280 MB,  35 GB
2026-03-02 14:20:10.743840, Server A,  83%, 1280 MB,  93 GB
2026-03-02 14:20:10.745977, Server B,   9%, 3072 MB,  46 GB
2026-03-02 14:20:10.748108, Server B,  71%, 1280 MB,  70 GB
2026-03-02 14:20:10.750694, Server B,  85%, 2816 MB,  90 GB
2026-03-02 14:20:10.752223, Server B,  44%, 1024 MB,  65 GB
2026-03-02 14:20:10.753535, Server A,  97%,  768 MB,  53 GB
2026-03-02 14:20:10.755428, Server B,  13%, 3072 MB, 100 GB
2026-03-02 14:20:10.756761, Server A,  64%, 2048 MB,  24 GB
2026-03-02 14:20:10.758145, Server A,  96%, 1280 MB,  28 GB
2026-03-02 14:20:10.759426, Server B,  79%, 1280 MB,  36 GB
2026-03-02 14:20:10.761233, Server B,  78%, 1024 MB,  20 GB
2026-03-02 14:20:10.762515, Server A,  11%, 2816 MB,  72 GB
2026-03-02 14:20:10.764400, Server B,  73%, 1280 MB,  86 GB
2026-03-02 14:20:10.765702, Server A,  33%, 2304 MB,  27 GB
2026-03-02 14:20:10.767465, Server C,  19%, 2304 MB,  75 GB
2026-03-02 14:20:10.769233, Server B,  61%,  768 MB,  80 GB
2026-03-02 14:20:10.770965, Server B,  81%, 2304 MB,   6 GB
2026-03-02 14:20:10.772644, Server C,  26%, 4096 MB,  77 GB
2026-03-02 14:20:10.774326, Server B,  27%, 1024 MB,  22 GB
2026-03-02 14:20:10.775989, Server C,  25%, 1536 MB,  93 GB
2026-03-02 14:20:10.777653, Server A,  84%, 2560 MB,  30 GB
2026-03-02 14:20:10.779304, Server A,  52%, 4096 MB,  56 GB
2026-03-02 14:20:10.781311, Server C,  38%, 3840 MB,  95 GB
2026-03-02 14:20:10.782995, Server C,  92%, 3328 MB,  81 GB
2026-03-02 14:20:10.784618, Server B,  52%, 2048 MB,  67 GB
2026-03-02 14:20:10.786216, Server B,   3%, 2560 MB,  88 GB
2026-03-02 14:20:10.788113, Server A,  71%,  768 MB,  31 GB
2026-03-02 14:20:10.790011, Server A,  89%, 1536 MB,  35 GB
2026-03-02 14:20:10.791911, Server A,  12%, 2816 MB,  74 GB
2026-03-02 14:20:10.793813, Server B,  84%, 1024 MB,  61 GB
2026-03-02 14:20:10.795718, Server B,  63%, 1536 MB,  48 GB
2026-03-02 14:20:10.797719, Server B,  77%, 2560 MB,  45 GB
2026-03-02 14:20:10.799680, Server C,  88%, 2560 MB,  74 GB
2026-03-02 14:20:10.801573, Server A,  37%, 3072 MB,  41 GB
2026-03-02 14:20:10.803468, Server C,  81%, 2048 MB,  79 GB
2026-03-02 14:20:10.805366, Server B,  28%, 3328 MB,  90 GB
2026-03-02 14:20:10.807264, Server B,   0%,  512 MB,  91 GB
2026-03-02 14:20:10.809157, Server A,  66%, 3840 MB,  71 GB
2026-03-02 14:20:10.811068, Server B,   8%, 4096 MB,  46 GB
2026-03-02 14:20:10.813057, Server C,  37%, 4096 MB,  87 GB
2026-03-02 14:20:10.814961, Server A,  16%, 1536 MB,  83 GB
2026-03-02 14:20:10.816849, Server B,  94%, 2304 MB,  12 GB
2026-03-02 14:20:10.818738, Server B,  58%, 3584 MB,  45 GB
2026-03-02 14:20:10.820623, Server C,  34%, 1280 MB,  29 GB
2026-03-02 14:20:10.822506, Server C,  74%, 3840 MB,  97 GB
2026-03-02 14:20:10.824387, Server B,  77%, 3840 MB,  26 GB
2026-03-02 14:20:10.826274, Server B,  90%, 3584 MB,  22 GB
2026-03-02 14:20:10.828245, Server A,  92%, 2304 MB,  54 GB
2026-03-02 14:20:10.829909, Server B,  26%, 3072 MB,  45 GB
2026-03-02 14:20:10.831791, Server B,   9%, 1280 MB,  78 GB
2026-03-02 14:20:10.833680, Server C,   6%, 1536 MB,  16 GB
2026-03-02 14:20:10.835764, Server A,  70%, 1792 MB,  33 GB
2026-03-02 14:20:10.837851, Server A,  69%, 1536 MB,  61 GB
2026-03-02 14:20:10.839983, Server A,  91%, 3072 MB,  44 GB
2026-03-02 14:20:10.842071, Server A,  81%, 2816 MB,  87 GB
2026-03-02 14:20:10.844288, Server C,  42%, 4096 MB,  26 GB
2026-03-02 14:20:10.846382, Server B,  20%, 2560 MB,  57 GB
2026-03-02 14:20:10.848453, Server A,  11%, 2304 MB,  89 GB
2026-03-02 14:20:10.850515, Server A,  76%, 1536 MB,   0 GB
2026-03-02 14:20:10.852575, Server A,  81%, 1280 MB,  99 GB
2026-03-02 14:20:10.854633, Server B,  62%,  512 MB,  72 GB
2026-03-02 14:20:10.856682, Server B,  41%, 2816 MB,  81 GB
2026-03-02 14:20:10.858732, Server C,  86%, 1024 MB,   3 GB
2026-03-02 14:20:10.860863, Server B,  91%,  512 MB,  71 GB
2026-03-02 14:20:10.862918, Server B,  53%, 1280 MB,  46 GB
2026-03-02 14:20:10.864976, Server A,  27%, 2048 MB,  75 GB
2026-03-02 14:20:10.866990, Server C,  29%, 3584 MB,  16 GB
2026-03-02 14:20:10.869003, Server A,  23%, 1536 MB,  75 GB
2026-03-02 14:20:10.871058, Server C,  67%,  768 MB,  57 GB
2026-03-02 14:20:10.873064, Server A,  25%,  768 MB,  51 GB
2026-03-02 14:20:10.875092, Server C,  25%, 3328 MB,  62 GB
2026-03-02 14:20:10.877194, Server C,  77%, 1792 MB,   7 GB
2026-03-02 14:20:10.879187, Server C,  28%,  768 MB,  60 GB
2026-03-02 14:20:10.881178, Server B,  55%,  768 MB,  32 GB
2026-03-02 14:20:10.882873, Server C,  57%, 3072 MB,  45 GB
2026-03-02 14:20:10.884546, Server A,  27%, 1792 MB,   8 GB
2026-03-02 14:20:10.886220, Server B,  51%, 1024 MB,   3 GB
2026-03-02 14:20:10.888265, Server A,  52%, 1024 MB,   4 GB
2026-03-02 14:20:10.890334, Server A,  49%, 1280 MB,  71 GB
2026-03-02 14:20:10.892531, Server B,  12%, 3840 MB,  92 GB
2026-03-02 14:20:10.894612, Server B,  98%, 1280 MB,  96 GB
2026-03-02 14:20:10.896669, Server B,  50%, 1024 MB,  41 GB
2026-03-02 14:20:10.898737, Server B,  32%, 3328 MB,   6 GB
2026-03-02 14:20:10.900817, Server B,  81%, 3840 MB,  18 GB
2026-03-02 14:20:10.902860, Server A,  75%, 2304 MB,  53 GB
2026-03-02 14:20:10.904929, Server C,  56%, 1280 MB,  63 GB
2026-03-02 14:20:10.906967, Server C,  38%, 4096 MB,  19 GB
2026-03-02 14:20:10.909125, Server C,  44%, 2816 MB,  56 GB
2026-03-02 14:20:10.911150, Server B,  48%, 1024 MB,  87 GB
2026-03-02 14:20:10.913170, Server A,  54%, 2816 MB,  39 GB
2026-03-02 14:20:10.915182, Server A,  41%, 3328 MB,  73 GB
2026-03-02 14:20:10.917205, Server B,  38%, 3840 MB,   5 GB
2026-03-02 14:20:10.919212, Server C,  33%, 3840 MB,  58 GB
2026-03-02 14:20:10.921213, Server B,  40%, 3072 MB,  75 GB
2026-03-02 14:20:10.923220, Server A,  28%, 2560 MB,  23 GB
2026-03-02 14:20:10.925484, Server B,  23%, 2304 MB,  76 GB
2026-03-02 14:20:10.926933, Server C,  42%, 1280 MB,  50 GB
2026-03-02 14:20:10.928926, Server B,  30%, 3584 MB,  59 GB
2026-03-02 14:20:10.930987, Server C,  19%, 2304 MB,  19 GB
2026-03-02 14:20:10.932997, Server C,  54%, 1024 MB,   4 GB
2026-03-02 14:20:10.935036, Server C,  19%,  512 MB,  72 GB
2026-03-02 14:20:10.937084, Server A,  73%, 4096 MB,  52 GB
2026-03-02 14:20:10.939131, Server A,  49%, 4096 MB,  29 GB
2026-03-02 14:20:10.941405, Server C,  34%, 2816 MB,  18 GB
2026-03-02 14:20:10.942806, Server C,  45%, 2304 MB,  13 GB
2026-03-02 14:20:10.944292, Server C,  38%, 2560 MB,   0 GB
2026-03-02 14:20:10.946426, Server B,  13%, 1024 MB,  36 GB
2026-03-02 14:20:10.948550, Server C,  46%, 2304 MB,  32 GB
2026-03-02 14:20:10.950683, Server B,  18%, 2048 MB, 100 GB
2026-03-02 14:20:10.952819, Server A,  77%,  512 MB,  80 GB
2026-03-02 14:20:10.954955, Server C,   8%, 3072 MB,  51 GB
2026-03-02 14:20:10.957308, Server C,  85%, 2304 MB,  52 GB
2026-03-02 14:20:10.958677, Server C,  74%, 2304 MB,  80 GB
2026-03-02 14:20:10.960846, Server C,  91%, 3328 MB,  75 GB
2026-03-02 14:20:10.962443, Server B,  29%, 3072 MB,  95 GB
2026-03-02 14:20:10.964567, Server B,   2%, 3072 MB,  28 GB
2026-03-02 14:20:10.966703, Server B,  92%, 2048 MB,  13 GB
2026-03-02 14:20:10.968823, Server A,   9%, 4096 MB,  68 GB
2026-03-02 14:20:10.970946, Server B,  48%, 1280 MB,  92 GB
2026-03-02 14:20:10.973350, Server C,  74%, 2560 MB,  17 GB
2026-03-02 14:20:10.975031, Server C,  63%,  512 MB,   4 GB
2026-03-02 14:20:10.977170, Server C,  55%, 2304 MB,  99 GB
2026-03-02 14:20:10.979305, Server B,  51%,  512 MB,  28 GB
2026-03-02 14:20:10.981440, Server B,  78%, 2048 MB,   5 GB
2026-03-02 14:20:10.983577, Server C,  54%, 1792 MB,  90 GB
2026-03-02 14:20:10.985714, Server C,  36%, 1024 MB,   2 GB
2026-03-02 14:20:10.987846, Server A,   9%, 2048 MB,  71 GB
2026-03-02 14:20:10.990301, Server C,  91%, 3840 MB,  99 GB
2026-03-02 14:20:10.992022, Server B,  29%,  768 MB,  40 GB
2026-03-02 14:20:10.994153, Server A,  98%, 2560 MB,   0 GB
2026-03-02 14:20:10.996286, Server B,  57%,  512 MB,  78 GB
2026-03-02 14:20:10.998419, Server A,  13%, 1792 MB,  97 GB
2026-03-02 14:20:11.000561, Server B,  79%, 3584 MB,  11 GB
2026-03-02 14:20:11.002687, Server A,  35%, 4096 MB,   1 GB
2026-03-02 14:20:11.004822, Server B,  25%, 1024 MB,  82 GB
2026-03-02 14:20:11.007130, Server A,  30%, 1792 MB,  62 GB
2026-03-02 14:20:11.009012, Server C,  27%, 1792 MB,  25 GB
2026-03-02 14:20:11.011140, Server A,   3%, 1024 MB,  25 GB
2026-03-02 14:20:11.013268, Server A,  80%, 3584 MB,   9 GB
2026-03-02 14:20:11.015401, Server A,  17%, 3328 MB,  97 GB
2026-03-02 14:20:11.017535, Server C,  93%, 1792 MB,   7 GB
2026-03-02 14:20:11.019765, Server B,   9%, 3840 MB,  66 GB
2026-03-02 14:20:11.021357, Server C,  96%, 3584 MB,  81 GB
2026-03-02 14:20:11.023632, Server C,  51%, 1024 MB,  55 GB
2026-03-02 14:20:11.025267, Server A,  25%, 2304 MB,  17 GB
2026-03-02 14:20:11.027397, Server A,  12%, 1792 MB,  67 GB
2026-03-02 14:20:11.029529, Server A,  63%,  768 MB,  64 GB
2026-03-02 14:20:11.031660, Server C,  99%,  512 MB,  29 GB
2026-03-02 14:20:11.033793, Server C,  49%, 1024 MB,  53 GB
2026-03-02 14:20:11.035936, Server B,  42%,  512 MB,  99 GB
2026-03-02 14:20:11.038068, Server C,  58%, 1024 MB,  56 GB
2026-03-02 14:20:11.040357, Server C,  85%, 3328 MB,  84 GB
2026-03-02 14:20:11.041948, Server A,  80%, 3840 MB,   3 GB
2026-03-02 14:20:11.044080, Server C,   7%, 1024 MB,  24 GB
2026-03-02 14:20:11.046216, Server C,  94%, 4096 MB,  69 GB
2026-03-02 14:20:11.048352, Server B,  21%, 3840 MB,  48 GB
2026-03-02 14:20:11.050601, Server B,  38%, 4096 MB, 100 GB
2026-03-02 14:20:11.052196, Server B,  41%, 1280 MB,  95 GB
2026-03-02 14:20:11.054332, Server A,  51%, 1024 MB,  76 GB
2026-03-02 14:20:11.056875, Server A,  77%, 1024 MB,  44 GB
2026-03-02 14:20:11.058315, Server A,  25%, 1024 MB,  56 GB
2026-03-02 14:20:11.059688, Server C,  25%, 1792 MB,  35 GB
2026-03-02 14:20:11.061549, Server C,  10%, 2048 MB,  90 GB
2026-03-02 14:20:11.063396, Server C,  66%, 4096 MB,  31 GB
2026-03-02 14:20:11.064740, Server C,  57%,  768 MB,  32 GB
2026-03-02 14:20:11.066093, Server A,  95%, 4096 MB,  90 GB
2026-03-02 14:20:11.067850, Server C,  56%, 1792 MB,  78 GB
2026-03-02 14:20:11.069601, Server B,   9%, 1536 MB,  29 GB
2026-03-02 14:20:11.071364, Server A,  37%, 3072 MB,  69 GB
2026-03-02 14:20:11.073426, Server B,   2%,  512 MB,  96 GB
2026-03-02 14:20:11.074811, Server A,  34%, 3840 MB,  14 GB
2026-03-02 14:20:11.076185, Server C,  50%, 2816 MB,  57 GB
2026-03-02 14:20:11.077536, Server A,  40%, 3840 MB,  33 GB
2026-03-02 14:20:11.079209, Server C,  40%, 2304 MB,  69 GB
2026-03-02 14:20:11.080894, Server A,  49%, 2048 MB,  32 GB
2026-03-02 14:20:11.082542, Server C,  97%, 3584 MB,  77 GB
2026-03-02 14:20:11.084568, Server B,  74%, 4096 MB,   1 GB
2026-03-02 14:20:11.086668, Server B,   8%, 3840 MB,  92 GB
2026-03-02 14:20:11.088842, Server B,  57%,  512 MB,   5 GB
2026-03-02 14:20:11.090954, Server C,  31%, 2560 MB,  48 GB
2026-03-02 14:20:11.093049, Server A,   1%,  768 MB,  75 GB
2026-03-02 14:20:11.095141, Server C,  45%, 2048 MB,  59 GB
2026-03-02 14:20:11.097229, Server C,  22%, 4096 MB,  60 GB
2026-03-02 14:20:11.099318, Server A,  51%, 2560 MB,  37 GB
2026-03-02 14:20:11.101402, Server A,  57%, 3584 MB,  63 GB
2026-03-02 14:20:11.103493, Server C,  63%, 2560 MB,  90 GB
2026-03-02 14:20:11.105658, Server C,  99%, 1792 MB,  85 GB
2026-03-02 14:20:11.107753, Server C,  45%, 3072 MB,  16 GB
2026-03-02 14:20:11.109883, Server C,  53%,  512 MB,  98 GB
2026-03-02 14:20:11.111941, Server B,  87%, 3328 MB,  37 GB
2026-03-02 14:20:11.114004, Server C,   7%, 2816 MB,  89 GB
2026-03-02 14:20:11.116039, Server C,  26%, 3840 MB,  48 GB
2026-03-02 14:20:11.118088, Server C,  52%, 1792 MB,  76 GB
2026-03-02 14:20:11.120140, Server A,  78%, 2816 MB,  42 GB
2026-03-02 14:20:11.122239, Server B,  91%, 3072 MB,  65 GB
2026-03-02 14:20:11.123940, Server A,  90%,  512 MB,  61 GB
2026-03-02 14:20:11.125542, Server B,  84%, 2816 MB,  85 GB
2026-03-02 14:20:11.127431, Server C,  83%, 2816 MB,  50 GB
2026-03-02 14:20:11.129449, Server A,  34%, 1280 MB,  77 GB
2026-03-02 14:20:11.131460, Server C,  94%, 4096 MB,  82 GB
2026-03-02 14:20:11.133479, Server C,  11%, 1536 MB,  56 GB
2026-03-02 14:20:11.135480, Server A,  18%, 3072 MB,  28 GB
2026-03-02 14:20:11.137580, Server C,  44%, 3584 MB,   2 GB
2026-03-02 14:20:11.139648, Server A,  46%, 3584 MB,  33 GB
2026-03-02 14:20:11.141664, Server C,  84%,  768 MB,  21 GB
2026-03-02 14:20:11.143656, Server C,  82%, 3584 MB,  73 GB
2026-03-02 14:20:11.145660, Server C,  86%, 1792 MB,  57 GB
2026-03-02 14:20:11.147686, Server A,  67%, 2816 MB,  30 GB
2026-03-02 14:20:11.149702, Server C,   7%,  512 MB,  33 GB
2026-03-02 14:20:11.151753, Server A,  50%, 3328 MB,  10 GB
2026-03-02 14:20:11.153946, Server C,  58%, 3328 MB,  91 GB
2026-03-02 14:20:11.155292, Server B,  44%, 2816 MB,  56 GB
2026-03-02 14:20:11.157090, Server B,  18%, 2048 MB,  96 GB
2026-03-02 14:20:11.159172, Server B, 100%, 1536 MB,  48 GB
2026-03-02 14:20:11.161333, Server B,  66%, 2304 MB,  35 GB
2026-03-02 14:20:11.162973, Server B,  80%, 4096 MB,   4 GB
2026-03-02 14:20:11.164402, Server B,   7%, 1024 MB,  65 GB
2026-03-02 14:20:11.165961, Server A,  38%,  512 MB,  16 GB
2026-03-02 14:20:11.167594, Server A,  71%, 3584 MB,  11 GB
2026-03-02 14:20:11.168987, Server B,  89%, 2560 MB,  39 GB
2026-03-02 14:20:11.170402, Server A,  90%, 2816 MB,  82 GB
2026-03-02 14:20:11.171781, Server C,   6%, 2048 MB,   4 GB
2026-03-02 14:20:11.173954, Server A,  15%, 2048 MB,  47 GB
2026-03-02 14:20:11.175603, Server B,  78%, 1280 MB,  63 GB
2026-03-02 14:20:11.177233, Server B,  33%, 3840 MB,  77 GB
2026-03-02 14:20:11.178881, Server B,  62%, 2816 MB,   9 GB
2026-03-02 14:20:11.180513, Server A,  63%, 2816 MB,  32 GB
2026-03-02 14:20:11.182147, Server C,  82%, 2816 MB,  31 GB
2026-03-02 14:20:11.183786, Server A,  56%,  768 MB,  42 GB
2026-03-02 14:20:11.185606, Server A,  11%, 3072 MB,   6 GB
2026-03-02 14:20:11.187290, Server B,  91%, 2304 MB,  19 GB
2026-03-02 14:20:11.188928, Server B,  28%, 2560 MB,  13 GB
2026-03-02 14:20:11.190563, Server C,  64%, 1280 MB,  62 GB
2026-03-02 14:20:11.192192, Server A,  51%, 1024 MB,  84 GB
2026-03-02 14:20:11.193825, Server A,  44%, 2560 MB,  27 GB
2026-03-02 14:20:11.195462, Server B,  21%,  512 MB,   4 GB
2026-03-02 14:20:11.197101, Server B,  30%, 1024 MB,  41 GB
2026-03-02 14:20:11.198738, Server A,  32%,  512 MB,  85 GB
2026-03-02 14:20:11.201140, Server B,  63%, 1536 MB,   9 GB
2026-03-02 14:20:11.202778, Server B,  50%, 1792 MB,  16 GB
2026-03-02 14:20:11.204950, Server B,   3%, 1536 MB,  75 GB
2026-03-02 14:20:11.206583, Server A,  78%, 2304 MB,  61 GB
2026-03-02 14:20:11.208752, Server B,   8%, 3840 MB,  97 GB
2026-03-02 14:20:11.210392, Server C,  15%, 3584 MB,  48 GB
2026-03-02 14:20:11.212023, Server C,  10%, 1024 MB,  61 GB
2026-03-02 14:20:11.213666, Server A,  43%, 4096 MB,  19 GB
2026-03-02 14:20:11.215302, Server A,  73%, 2304 MB,  99 GB
2026-03-02 14:20:11.217182, Server C,  32%, 3584 MB,  49 GB
2026-03-02 14:20:11.218710, Server A,  83%,  768 MB,  21 GB
2026-03-02 14:20:11.220145, Server B,   9%, 3072 MB,  53 GB
2026-03-02 14:20:11.221768, Server B,  99%, 1536 MB,  11 GB
2026-03-02 14:20:11.223408, Server C,  71%, 2304 MB,  82 GB
2026-03-02 14:20:11.225050, Server B,  39%, 2560 MB,  37 GB
2026-03-02 14:20:11.226692, Server B,  53%, 1024 MB,  26 GB
2026-03-02 14:20:11.228331, Server C,  88%, 3072 MB,  71 GB
2026-03-02 14:20:11.230075, Server C,  81%, 2304 MB,   0 GB
2026-03-02 14:20:11.231719, Server C,  17%, 3072 MB,  98 GB
2026-03-02 14:20:11.233578, Server A,  85%, 1024 MB,  61 GB
2026-03-02 14:20:11.235232, Server B, 100%, 3328 MB,  95 GB
2026-03-02 14:20:11.237416, Server A,  33%, 1536 MB,  62 GB
2026-03-02 14:20:11.239171, Server C,  60%, 2048 MB,  26 GB
2026-03-02 14:20:11.241055, Server C,  97%, 3840 MB,  65 GB
2026-03-02 14:20:11.243058, Server C,  16%, 3328 MB,  63 GB
2026-03-02 14:20:11.244697, Server B,   3%, 4096 MB,  94 GB
2026-03-02 14:20:11.246336, Server B,  51%, 1024 MB,  23 GB
2026-03-02 14:20:11.247972, Server C,  49%, 3584 MB,  63 GB
2026-03-02 14:20:11.249914, Server A,  31%, 1536 MB,  19 GB
2026-03-02 14:20:11.251579, Server A,   6%, 2304 MB,  71 GB
2026-03-02 14:20:11.253212, Server A, 100%, 4096 MB,  52 GB
2026-03-02 14:20:11.254959, Server B,  39%, 3072 MB,  45 GB
2026-03-02 14:20:11.256536, Server A,  65%, 3328 MB,  26 GB
2026-03-02 14:20:11.257881, Server C,  22%, 3328 MB,  35 GB
2026-03-02 14:20:11.260151, Server C,  94%, 4096 MB,  35 GB
2026-03-02 14:20:11.261636, Server B,  26%, 3584 MB,  65 GB
2026-03-02 14:20:11.263097, Server B,  50%, 1536 MB,  49 GB
2026-03-02 14:20:11.265142, Server A,  35%,  512 MB,  55 GB
2026-03-02 14:20:11.266556, Server C,  57%, 1280 MB,  77 GB
2026-03-02 14:20:11.268232, Server C,  54%, 2304 MB,  66 GB
2026-03-02 14:20:11.269828, Server C,  16%,  768 MB,  46 GB
2026-03-02 14:20:11.270950, Server C,  71%, 3072 MB,  33 GB
2026-03-02 14:20:11.272923, Server B,  44%, 3072 MB,  64 GB
2026-03-02 14:20:11.274868, Server A,  74%,  512 MB,  37 GB
2026-03-02 14:20:11.276925, Server B,  61%, 2816 MB,   2 GB
2026-03-02 14:20:11.278987, Server C,  78%, 2048 MB,   2 GB
2026-03-02 14:20:11.281036, Server A,  59%,  768 MB,  77 GB
2026-03-02 14:20:11.283103, Server B,  57%, 2560 MB,  11 GB
2026-03-02 14:20:11.285162, Server B,  80%,  512 MB,   1 GB
2026-03-02 14:20:11.287410, Server A,  20%, 1792 MB,  97 GB
2026-03-02 14:20:11.288604, Server C,  92%, 2816 MB,  21 GB
2026-03-02 14:20:11.290243, Server B,  43%, 3072 MB,   0 GB
2026-03-02 14:20:11.291821, Server C,  90%, 3840 MB,  74 GB
2026-03-02 14:20:11.293461, Server A,  60%, 2304 MB,  87 GB
2026-03-02 14:20:11.295085, Server C,  25%, 3328 MB,  97 GB
2026-03-02 14:20:11.296804, Server B,  90%, 3584 MB,  96 GB
2026-03-02 14:20:11.298561, Server A,  84%, 3584 MB,  47 GB
2026-03-02 14:20:11.300579, Server C,  36%,  512 MB,  85 GB
2026-03-02 14:20:11.302779, Server B,  29%, 1792 MB,  70 GB
2026-03-02 14:20:11.304872, Server A,  72%, 1024 MB,  94 GB
2026-03-02 14:20:11.306992, Server C,  18%, 1536 MB,  39 GB
2026-03-02 14:20:11.309066, Server C,   4%, 1024 MB,  20 GB
2026-03-02 14:20:11.311165, Server A,  79%, 3840 MB,  82 GB
2026-03-02 14:20:11.313263, Server B,  17%, 3072 MB,  99 GB
2026-03-02 14:20:11.315354, Server B,  61%, 2560 MB,  13 GB
2026-03-02 14:20:11.317450, Server A,  29%, 3584 MB,   8 GB
2026-03-02 14:20:11.319658, Server B,  33%, 4096 MB,   1 GB
